publisher_name,country,contact_email
Barefoot Books  Incorporated,Unknown,contact@barefootbooksincorporated.com
Thames & Hudson  Limited,Unknown,contact@thameshudsonlimited.com
"Karpaty",Unknown,contact@karpaty.com
America Star Books,Unknown,contact@americastarbooks.com
Can Yayınları,Unknown,contact@canyaynlar.com
Markaz-i Bayn al-Milalī-i Tarjamah va Nashr-i al-Muṣṭafá,Unknown,contact@markazibaynalmilalitarjamahvanashrialmuaf.com
LKIS,Unknown,contact@lkis.com
Hamlyn young books,Unknown,contact@hamlynyoungbooks.com
NYU Press,Unknown,contact@nyupress.com
Buccaneer Books,Unknown,contact@buccaneerbooks.com
Paperbackshop.Co.UK Ltd - Echo Library,Unknown,contact@paperbackshopcoukltdecholibrary.com
K.K.T.C. Milli Egitim  Kultur  Genclik ve Spor Bakanligi Yayinlari,Unknown,contact@kktcmilliegitimkulturgenclikvesporbakanligiyayinlari.com
Lexis Law Publishing (Va),Unknown,contact@lexislawpublishingva.com
Thomas T. Beeler Publisher,Unknown,contact@thomastbeelerpublisher.com
For sale by the U.S. G.P.O.  Supt. of Docs,Unknown,contact@forsalebytheusgposuptofdocs.com
WILEY-LISS,Unknown,contact@wileyliss.com
Pearson Education,Unknown,contact@pearsoneducation.com
Camelot Consultants,Unknown,contact@camelotconsultants.com
Hawkhaven,Unknown,contact@hawkhaven.com
Taylor & Francis Ltd,Unknown,contact@taylorfrancisltd.com
La Documentation française,Unknown,contact@ladocumentationfranaise.com
Collins & Brown,Unknown,contact@collinsbrown.com
EDUSP,Unknown,contact@edusp.com
Macdonald,Unknown,contact@macdonald.com
Coleg Brenhinol Cerdd a Drama Cymru,Unknown,contact@colegbrenhinolcerddadramacymru.com
Presses universitaires de France,Unknown,contact@pressesuniversitairesdefrance.com
Vyd-vo "Ukraïna",Unknown,contact@vydvoukrana.com
Rosen Pub.,Unknown,contact@rosenpub.com
National Library of Canada  Canadian Theses Services,Unknown,contact@nationallibraryofcanadacanadianthesesservices.com
Kukhak Charyowŏn,Unknown,contact@kukhakcharyown.com
Artech House,Unknown,contact@artechhouse.com
Swets & Zeitlinger,Unknown,contact@swetszeitlinger.com
Kenkōsha,Unknown,contact@kenksha.com
Marshall  Morgan & Scott,Unknown,contact@marshallmorganscott.com
Life Rattle Press,Unknown,contact@liferattlepress.com
Africa World Press,Unknown,contact@africaworldpress.com
Printed for the author and sold by W. Johnston ...  and J. Dodsley ...,Unknown,contact@printedfortheauthorandsoldbywjohnstonandjdodsley.com
Zhongguo di zhi da xue chu ban she,Unknown,contact@zhongguodizhidaxuechubanshe.com
Aalto University  School of Economics,Unknown,contact@aaltouniversityschoolofeconomics.com
Affirm Films  a Sony Company,Unknown,contact@affirmfilmsasonycompany.com
Springer-Verlag Berlin and Heidelberg GmbH &,Unknown,contact@springerverlagberlinandheidelberggmbh.com
ChiZine Publications,Unknown,contact@chizinepublications.com
Herbig Verlag,Unknown,contact@herbigverlag.com
Palgrave Pivot,Unknown,contact@palgravepivot.com
Qing dao chu ban she,Unknown,contact@qingdaochubanshe.com
Baker Academic,Unknown,contact@bakeracademic.com
François-Marie Deyrolle-l'Atelier contemporain,Unknown,contact@franoismariedeyrollelateliercontemporain.com
İletişim,Unknown,contact@iletiim.com
W.C. Brown,Unknown,contact@wcbrown.com
Joe Books Inc.,Unknown,contact@joebooksinc.com
Scholastic Library Publishing,Unknown,contact@scholasticlibrarypublishing.com
Hayy Kitap,Unknown,contact@hayykitap.com
Carel Press  Limited,Unknown,contact@carelpresslimited.com
Global Christian Library & Langham Creative Projects & Langham Monographs & Langham Preaching Resources,Unknown,contact@globalchristianlibrarylanghamcreativeprojectslanghammonographslanghampreachingresources.com
Styria,Unknown,contact@styria.com
Enslow Publishing  LLC,Unknown,contact@enslowpublishingllc.com
Urachhaus,Unknown,contact@urachhaus.com
Dār al-Nahḍah al-ʻArabīyah,Unknown,contact@dralnahahalarabyah.com
Yediʻot aḥaronot,Unknown,contact@yediotaaronot.com
Gorgias Press,Unknown,contact@gorgiaspress.com
B. Franklin,Unknown,contact@bfranklin.com
Ohio University  Center for International Studies  Latin America Program,Unknown,contact@ohiouniversitycenterforinternationalstudieslatinamericaprogram.com
Servicio de Publicaciones de la Universidad de Oviedo,Unknown,contact@serviciodepublicacionesdelauniversidaddeoviedo.com
Mason Crest,Unknown,contact@masoncrest.com
ARPress,Unknown,contact@arpress.com
Our Sunday Visitor  Publishing Division,Unknown,contact@oursundayvisitorpublishingdivision.com
Parragon Book Service Ltd,Unknown,contact@parragonbookserviceltd.com
S & D,Unknown,contact@sd.com
Verlag Max Niemeyer,Unknown,contact@verlagmaxniemeyer.com
Edition Ferenczy bei Bruckmann,Unknown,contact@editionferenczybeibruckmann.com
New Directions,Unknown,contact@newdirections.com
Plenum Press,Unknown,contact@plenumpress.com
HarperTorch,Unknown,contact@harpertorch.com
Laurel Leaf,Unknown,contact@laurelleaf.com
Buchet-Chastel,Unknown,contact@buchetchastel.com
Guggenheim Museum,Unknown,contact@guggenheimmuseum.com
Verlag Shaker,Unknown,contact@verlagshaker.com
Sugarman Products,Unknown,contact@sugarmanproducts.com
Southwater Publishing,Unknown,contact@southwaterpublishing.com
Nova Fronteira,Unknown,contact@novafronteira.com
Nursing Times Books  Emap Healthcare,Unknown,contact@nursingtimesbooksemaphealthcare.com
Open University,Unknown,contact@openuniversity.com
American Guidance Service  Inc.,Unknown,contact@americanguidanceserviceinc.com
Weekly Reader Early Learning Library,Unknown,contact@weeklyreaderearlylearninglibrary.com
Airlife Publishing Ltd,Unknown,contact@airlifepublishingltd.com
Law Rules Publishing Corporation,Unknown,contact@lawrulespublishingcorporation.com
Tokyo Shoseki,Unknown,contact@tokyoshoseki.com
SRI Publications,Unknown,contact@sripublications.com
Wilmington College,Unknown,contact@wilmingtoncollege.com
C. Hanser,Unknown,contact@chanser.com
Booth-Clibborn Editions,Unknown,contact@boothclibborneditions.com
Abacus,Unknown,contact@abacus.com
Tebbert,Unknown,contact@tebbert.com
Commonwealth Inst.,Unknown,contact@commonwealthinst.com
Lovell,Unknown,contact@lovell.com
Aidan Ellis,Unknown,contact@aidanellis.com
Kenkyūsha Shuppan,Unknown,contact@kenkyshashuppan.com
Dodd  Mead & Company,Unknown,contact@doddmeadcompany.com
Wydano nakł. Wydziału Polonistyki Uniwersytetu Warszawskiego,Unknown,contact@wydanonakwydziaupolonistykiuniwersytetuwarszawskiego.com
Consejo Latinoamericano de Ciencias Sociales  CLACSO,Unknown,contact@consejolatinoamericanodecienciassocialesclacso.com
Thom Blake Historian,Unknown,contact@thomblakehistorian.com
Viz Media,Unknown,contact@vizmedia.com
Xian dai jiao yu chu ban she,Unknown,contact@xiandaijiaoyuchubanshe.com
Jacana Media,Unknown,contact@jacanamedia.com
Deeds Publishing,Unknown,contact@deedspublishing.com
Carswell,Unknown,contact@carswell.com
Dār al-Sāqī,Unknown,contact@dralsq.com
Segedo,Unknown,contact@segedo.com
Office of the Federal Register,Unknown,contact@officeofthefederalregister.com
In-t istorii i arkheologii UrO RAN,Unknown,contact@intistoriiiarkheologiiuroran.com
Taurus,Unknown,contact@taurus.com
Emerald House Group  Incorporated,Unknown,contact@emeraldhousegroupincorporated.com
Davis Company  F. A.,Unknown,contact@daviscompanyfa.com
Table ronde,Unknown,contact@tableronde.com
Siren-BookStrand  Incorporated,Unknown,contact@sirenbookstrandincorporated.com
Washington Square Press,Unknown,contact@washingtonsquarepress.com
FAKKU,Unknown,contact@fakku.com
Seedbed Publishing,Unknown,contact@seedbedpublishing.com
Mälaröbörsen,Unknown,contact@malaroborsen.com
Five Mile Press,Unknown,contact@fivemilepress.com
University of British Columbia Press,Unknown,contact@universityofbritishcolumbiapress.com
Ekdoseis Ant. N. Sakkoula,Unknown,contact@ekdoseisantnsakkoula.com
Australia-Japan Research Centre  Asia Pacific School of Economics & Government,Unknown,contact@australiajapanresearchcentreasiapacificschoolofeconomicsgovernment.com
Franckh-Kosmos,Unknown,contact@franckhkosmos.com
B de Blok,Unknown,contact@bdeblok.com
Fundación "la Caixa",Unknown,contact@fundacinlacaixa.com
Level Best Books,Unknown,contact@levelbestbooks.com
V&R Unipress,Unknown,contact@vrunipress.com
L. Levi,Unknown,contact@llevi.com
Изд-во СумГУ,Unknown,contact@.com
Book Vine Press,Unknown,contact@bookvinepress.com
Native Publishers  The,Unknown,contact@nativepublishersthe.com
Sous-comité de l'historique du 50e  Paroisse Saint-Jean-Bosco de Hull,Unknown,contact@souscomitdelhistoriquedueparoissesaintjeanboscodehull.com
Rose Publishing,Unknown,contact@rosepublishing.com
L. Erlbaum Associates,Unknown,contact@lerlbaumassociates.com
F. Schöningh,Unknown,contact@fschoningh.com
Friedrich-Ebert-Stiftung,Unknown,contact@friedrichebertstiftung.com
Centro De Superacion Personal,Unknown,contact@centrodesuperacionpersonal.com
D M Bass Publications,Unknown,contact@dmbasspublications.com
McGraw Hill,Unknown,contact@mcgrawhill.com
Random House~trade,Unknown,contact@randomhousetrade.com
Casenotes Publishing Company,Unknown,contact@casenotespublishingcompany.com
Liturgical Press,Unknown,contact@liturgicalpress.com
SAS Institute,Unknown,contact@sasinstitute.com
Recorded Books Inc.,Unknown,contact@recordedbooksinc.com
RCOG Press,Unknown,contact@rcogpress.com
Finishing Line Press,Unknown,contact@finishinglinepress.com
Rosenheimer Verlagshaus,Unknown,contact@rosenheimerverlagshaus.com
Xin hua shu dian Shanghai fa xing suo jing xiao,Unknown,contact@xinhuashudianshanghaifaxingsuojingxiao.com
Amer Planning Assn,Unknown,contact@amerplanningassn.com
M & T,Unknown,contact@mt.com
ʻAm ʻoved,Unknown,contact@amoved.com
African Forum and Network on Debt and Development,Unknown,contact@africanforumandnetworkondebtanddevelopment.com
Automobile Association,Unknown,contact@automobileassociation.com
Glenvil Group,Unknown,contact@glenvilgroup.com
ISIS Large Print Bks.,Unknown,contact@isislargeprintbks.com
Wang wen she gu fen you xian gong si,Unknown,contact@wangwenshegufenyouxiangongsi.com
Kookbooks,Unknown,contact@kookbooks.com
Stone Arch Books,Unknown,contact@stonearchbooks.com
Root & Vine Press,Unknown,contact@rootvinepress.com
Scientia,Unknown,contact@scientia.com
Xi dai,Unknown,contact@xidai.com
Little Hare Books,Unknown,contact@littleharebooks.com
Institute of Southeast Asian Studies,Unknown,contact@instituteofsoutheastasianstudies.com
Waldman Publishing Corp.,Unknown,contact@waldmanpublishingcorp.com
Nancy Bosley,Unknown,contact@nancybosley.com
Dorling Kindersley Publishing  Incorporated,Unknown,contact@dorlingkindersleypublishingincorporated.com
Godine Publisher  David R.,Unknown,contact@godinepublisherdavidr.com
Friday Project,Unknown,contact@fridayproject.com
Aves & Conservación,Unknown,contact@avesconservacin.com
Austral,Unknown,contact@austral.com
Financial Times/Prentice Hall,Unknown,contact@financialtimesprenticehall.com
Wild Rose Press  Incorporated  The,Unknown,contact@wildrosepressincorporatedthe.com
Hayykitap,Unknown,contact@hayykitap.com
Debolsillo,Unknown,contact@debolsillo.com
IEEE,Unknown,contact@ieee.com
Wm. H. Miller,Unknown,contact@wmhmiller.com
Eric G. Burstock,Unknown,contact@ericgburstock.com
National Underwriter Company,Unknown,contact@nationalunderwritercompany.com
Hybrid Global Publishing,Unknown,contact@hybridglobalpublishing.com
Stephanie London,Unknown,contact@stephanielondon.com
Av2 by Weigl,Unknown,contact@avbyweigl.com
Al Manar  éditions Alain Gorius,Unknown,contact@almanarditionsalaingorius.com
Shaker Verlag,Unknown,contact@shakerverlag.com
Editorial GEU,Unknown,contact@editorialgeu.com
Publicacions de la Universitat Jaume I,Unknown,contact@publicacionsdelauniversitatjaumei.com
Planeta DeAgostini,Unknown,contact@planetadeagostini.com
Worth Pub,Unknown,contact@worthpub.com
Read-Me.Org Inc.,Unknown,contact@readmeorginc.com
Richard Freeborn,Unknown,contact@richardfreeborn.com
Atremi,Unknown,contact@atremi.com
Peeters Publishers & Booksellers,Unknown,contact@peeterspublishersbooksellers.com
Sinergi Aksara,Unknown,contact@sinergiaksara.com
North Atlantic Books,Unknown,contact@northatlanticbooks.com
Oasis Audio,Unknown,contact@oasisaudio.com
The FJH Music Company Inc,Unknown,contact@thefjhmusiccompanyinc.com
E P Dutton,Unknown,contact@epdutton.com
Departemen Pertanian,Unknown,contact@departemenpertanian.com
Brimax Books Ltd,Unknown,contact@brimaxbooksltd.com
His Words Publishing,Unknown,contact@hiswordspublishing.com
Moa Beckett,Unknown,contact@moabeckett.com
BLV Verlagsgesellschaft mbH,Unknown,contact@blvverlagsgesellschaftmbh.com
Bodley Head for the Army Records Society,Unknown,contact@bodleyheadforthearmyrecordssociety.com
Libro Latino,Unknown,contact@librolatino.com
Loescher Coedizioni,Unknown,contact@loeschercoedizioni.com
Marcel Dekker,Unknown,contact@marceldekker.com
Edition Marxistische Blätter,Unknown,contact@editionmarxistischeblatter.com
Ladybird,Unknown,contact@ladybird.com
International Development Research Centre,Unknown,contact@internationaldevelopmentresearchcentre.com
Scribner's,Unknown,contact@scribners.com
HRD Press,Unknown,contact@hrdpress.com
Editores Mexicanos Unidos  S.A.,Unknown,contact@editoresmexicanosunidossa.com
Fondo de Cultura Economica  S.A.,Unknown,contact@fondodeculturaeconomicasa.com
W. Kohlhammer,Unknown,contact@wkohlhammer.com
Five Star (ME),Unknown,contact@fivestarme.com
Morata,Unknown,contact@morata.com
Zolotoe sechenie,Unknown,contact@zolotoesechenie.com
Persistent Press,Unknown,contact@persistentpress.com
Amicus Ink,Unknown,contact@amicusink.com
Gustavo Gili,Unknown,contact@gustavogili.com
Marshall Cavendish,Unknown,contact@marshallcavendish.com
Saarlandmuseum,Unknown,contact@saarlandmuseum.com
Augustus,Unknown,contact@augustus.com
Universidad Autónoma del Estado de México,Unknown,contact@universidadautnomadelestadodemxico.com
GRANCHER,Unknown,contact@grancher.com
MacMillan Pub Co,Unknown,contact@macmillanpubco.com
Fulton Publishers  David,Unknown,contact@fultonpublishersdavid.com
Nesin Yayınevi,Unknown,contact@nesinyaynevi.com
LETRA VIVA,Unknown,contact@letraviva.com
Babadada,Unknown,contact@babadada.com
American Philosophical Society,Unknown,contact@americanphilosophicalsociety.com
ReadRight  LLC,Unknown,contact@readrightllc.com
Broadstreet Pub Group LLC,Unknown,contact@broadstreetpubgroupllc.com
David & Charles,Unknown,contact@davidcharles.com
Edicions El Bassegoda,Unknown,contact@edicionselbassegoda.com
ARTEMIS,Unknown,contact@artemis.com
Editorial Galaxia  S.A.,Unknown,contact@editorialgalaxiasa.com
Universitat de Girona. Servei de Publicacions,Unknown,contact@universitatdegironaserveidepublicacions.com
C. Lacour,Unknown,contact@clacour.com
Yen Press LLC,Unknown,contact@yenpressllc.com
Council Of Europe,Unknown,contact@councilofeurope.com
Stichting Geestlijk Wetenschappelijk Genootschap "De Eeuw van Chirstus",Unknown,contact@stichtinggeestlijkwetenschappelijkgenootschapdeeeuwvanchirstus.com
Ediciones Trea,Unknown,contact@edicionestrea.com
J. Knoch,Unknown,contact@jknoch.com
Dell Publishing Co.,Unknown,contact@dellpublishingco.com
The University of North Carolina Press,Unknown,contact@theuniversityofnorthcarolinapress.com
Schiffer Publishing,Unknown,contact@schifferpublishing.com
The Dragon Tree Press,Unknown,contact@thedragontreepress.com
Whitecap Books,Unknown,contact@whitecapbooks.com
Editions du Centre national de la recherche scientifique,Unknown,contact@editionsducentrenationaldelarecherchescientifique.com
MJF Books,Unknown,contact@mjfbooks.com
Sanjuan Trading Co.,Unknown,contact@sanjuantradingco.com
Rupa & Co.,Unknown,contact@rupaco.com
Ática,Unknown,contact@tica.com
B.A.R.,Unknown,contact@bar.com
J. Olympio Editora,Unknown,contact@jolympioeditora.com
Mason Crest Publishers,Unknown,contact@masoncrestpublishers.com
Editions J'ai lu,Unknown,contact@editionsjailu.com
H.E. Stenfert Kroese,Unknown,contact@hestenfertkroese.com
Printed for T. Strahan and T. Cadell ...,Unknown,contact@printedfortstrahanandtcadell.com
Regroupement des femmes de la région de Matane,Unknown,contact@regroupementdesfemmesdelargiondematane.com
Ensign,Unknown,contact@ensign.com
Rienner,Unknown,contact@rienner.com
Presses de l'Université de Montréal,Unknown,contact@pressesdeluniversitdemontral.com
Shinchōsha,Unknown,contact@shinchsha.com
Potomac Books,Unknown,contact@potomacbooks.com
Red Berry Editions,Unknown,contact@redberryeditions.com
British Library  Historical Print Editions,Unknown,contact@britishlibraryhistoricalprinteditions.com
Gefen Publishing House,Unknown,contact@gefenpublishinghouse.com
Painted Gate Publishing,Unknown,contact@paintedgatepublishing.com
Ocean CoMotion,Unknown,contact@oceancomotion.com
Dosŏ Ch'ulp'an Duranno,Unknown,contact@doschulpanduranno.com
Izd-vo Instituta Progressivnykh Issledovaniĭ,Unknown,contact@izdvoinstitutaprogressivnykhissledovani.com
Cambridge Scholars Pub.,Unknown,contact@cambridgescholarspub.com
Elsevier Biomedical,Unknown,contact@elsevierbiomedical.com
Lulu Com,Unknown,contact@lulucom.com
Scott Publishing,Unknown,contact@scottpublishing.com
Çinar Yayinlari,Unknown,contact@inaryayinlari.com
National Center for Pelvic Pain Research,Unknown,contact@nationalcenterforpelvicpainresearch.com
Policy Press,Unknown,contact@policypress.com
Sakha respublikatyn suruĭaachchylaryn soi͡u︡ḣa,Unknown,contact@sakharespublikatynsuruiaachchylarynsoiuha.com
H.W. Sams,Unknown,contact@hwsams.com
Bynum  Janet L.,Unknown,contact@bynumjanetl.com
